,title,company,salary,link,description,location,Minimum Experience Required,Education Required
0,BI Reports Developer,Affinity Staffing,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0D02uQImAu9w-cOcpVzXMSPKLiiLlb0VW9-sFhpR_bbrbX9f7XyLyoNuic6UCXuqD3kqG76G_1XwfTmhpIm6dAhD3PwBFnmGuYd4RnwKX4B3dfbhX56NwdZx_bNOdnISqhhjabuvL0PRY61_E5pSjcl26x74CUN6FFftgY1uNlaee0nWnEyd9Tw0XnTIpSapiB66CbYIPMyma8sT3xT9CczEuN8lK1-7nV_4kV4fGcNrIZviLUKUKbJMRuyw9c0fQ-RgUgSs8GwmHoABZ0dZBYhGTXlI-aFTwBXn59b26cl4WtLW62V7Q12-9rZKNQy2l0bBZPDRQ2WpjFMQG5dQDKNcplmW0Su1tR6WJh8-yUgf1HQ45cMlDzykWjpSyWRDDZiewvaq9BN3XHhnDL82ZkOXt2-hYM7Ad0ae-q2nAX8gq0PRIwQA-Dr5v_26kcsn8bMRdimK9CrjG7U4aFjYvy7MXlN_hCyQucqY_mMo80AlLbqqWM-RIWGjnD1_i4L5OX5Sfkb2KGtPw0pWDbGUCg0I5m8H3MpNwjvHnG4otbQJPgOtI3FJWKN&p=0&fvj=0&vjs=3,[],"Vancouver, BC",99,none
1,Business Analyst - Fleet Management,Affinity Staffing,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0D02uQImAu9w-cOcpVzXMSPKLiiLlb0VW9-sFhpR_bbrbX9f7XyLyoNuic6UCXuqD1yR3pJNv9DOm-40tmEGxfV9FHdOh0iMnRbuSZy4IAd_2HQqso2JMVGBSu4_Ag19QQtRzE55FoK7GAmfuyz9rBxgNSQDa-Ldd5rNchUJs1JZmCZvhqlk1rE8BiLct6p-wXfi4O7gbOrQrhbxYfGLakLpGjy877uubQPw6hFzmrqy201WcF9wQrZS11nZ7hXuMzqYlGcNvcQvr8Ccb2UrhkCDa7FX0_LGK7_hZA7tOoTZvzAw88ptbHKN2zpkxPyuRpcY5U9spU3akNgH_k4cjdPxfB8HfkSu1ACxKf9GK9LgjBKieeJaN6nu-DX59_CGe1RttTncTvg4ucMLX4SF12rsuOVUdKDj05qEL3_jjEbhAZhtoeCnlETvbv9_QSGs2KLuc7PXy65f3orqS7BIpwo69AA7NysKWhcXjA9yopj29pa3p20XVPzGopvEwHJzPuoQmespMMx1R1t6E5UtLbY5iMoGBzgerZD4jCJTwasyg==&p=1&fvj=0&vjs=3,[],"Edmonton, AB",99,none
2,,Spin Master Ltd,None,https://ca.indeed.com/viewjob/cmp/Spin-Master,[],"Toronto, ON",99,none
3,Senior Business Analyst - Autofare Collection System - 29892...,Procom,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QNwsjcQQLLob79FBOodYdsfnywSOR9e7GlQsDy7zgVOchAyAiuFo2Caa3TQYrhDBiE4FfkDlQhEZxgr-cyBWdrcAkIh2jWWLjgc5Iq2Y9kdLqTs2qv5NERS1LisiV0fwec9it-4DLLlDO7bLBCCF39AZNTZ6-L8BMi4jKpgbQzO3v8o4tRg2fO36vx29J6B4864rhlXZ9LpmzRn0i8Si4T70rUl93RYR0WLYXeAEf7pkSY6Ffs7XGIgUk-T4Li3Q0VJCi1RIPLjdmJdOPwIbfyAEQ9n1nIpKfGB8i_3nDieqz5K7xhjy3sYIXFu_I_XkJxQj53cpABXNfx-aT3kIk2KF05t8bl9aIZ7K9JYuRllnM95tF1-ACIaWxOPGug8vZxgK0EWj9XZTrsXpfoi6RujQ9Ul1FhwxdjXkmpTSPc46ltKgto46BfYTS3ADcSk575UGdLJ8RnjzXEZwR7gKS3mBWP8yeQBphxFg26t-AGoGBNDF8nWgGOq0PYN4QOTB7GtmEmgTe-tzFy4KWg771bm06WvOsNev78=&p=3&fvj=0&vjs=3,[],"Toronto, ON",99,none
4,Senior Business Analyst – MS Dynamics AX /365 - 298398,Procom,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QOI8SvsAWn68njyHMCgN_5zEfuVF557cX2QamfPrDfsdIWHWUOUbve7J4mRxImZ_Nhhkr2ESytyYX1VbSPWAjbdzzxmlux3LADAXVehyRHDgFPwfwkjDbKJ-84x7ZH3J_MWY9uJlon66xFf8_AYFbPFpoWkeXohHsU7mHrBttyPHPJZrW1toUV5H3ZRJuEeCuyZFxLRjhg5jMmzfwuc2afCJtHdIn-Ol7YcILo8Ra50TyCpqyQr-IBuR76ERAunB_4NCCaZL_05J0lR-g62A2ZnT9Ck2cNfetjkltPuGeOH4dgm07PMD5Y1oRl3PY3aBUPdHgbi126O_jI5syvOIRxEHzfg6hwsgoDP2e4lkYdFjo4RhpAr4Xll89D8AZXT_mk-UGGueVfZDRVuAltxCYuHVTt90QRIrkpaFZo0Z1pYfD-OJUpzroa_MQF6uVlgcJOU2p4j_0xdFplWlY0j7mFBkaJAOcWT5fQmhwVYYBFZg0eq9chqrWoHpXXBSyG2NEjI7iH1xPeh0il5MEnAKhvfefe12ovhTh2KZi5H6on-zg==&p=4&fvj=0&vjs=3,[],"Mississauga, ON",99,none
5,Technical Analyst - 298925,Procom,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-nLMwXF3u7nt_W1_ybLH0QNwsjcQQLLob_pkc9IiniKBY9w_ik1V6FmvU1j4X8mCUcwk0NUzzpT87Ptbv4dKiCC5xrChV6lGBz65ouKPSc-F2qQd-qU0lb1ew5QnxYkvdlUFpO9pa86AxSn1XPrx8ik9LyMImwVZk_I6LGSb28e_Rvzeh4L2XvU7bjxpRvxMB_PJRtUeJXih-p5-xdqmqdMM-wBZPjKWlqZSBOWbNT_CsK96OdggbWdkmXSwFr6onb1mApg79KA4Zu0mQWG6YEmIBG0bkUT8oK-kRxayCNJUCfySwotQ3gouGosrFQj4Q-2ENPNNU6vHL2PPWxxYOuMSueoBKE36bO15ozetnLAigS6sPc4BLn2-mIq3n9zxboqQfYmKo8xjlK0iyyg1HznbdC6yAMGkzzXBUNf-SSeJtATQfc2lN3sND5VZL4saDLLwuzKsGlgyfnRjrlPfXGfUnSWhUcqFZKJu5cLVUEE4cStlRzsku5n6IU3vvktEwHy83xejDeIb0WV7ecpIolzc-D19CXc5IiCHkUNEjFVy-xC0l37f0Pw=&p=5&fvj=0&vjs=3,[],"Toronto, ON",99,none
6,Lead Business Analyst - 299191,Procom,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-sVgEAMl2VRgb3OxKP2a3canIHIUEqjD9jKasGdNqc72kGBEFGyLB1dT8zALxaL8XbPN4zyqBmeXU--k_XhYsL-khgiomiwP_x1V559ijthyHYOBGkYMRfaLBjoDfZVzU9MDb-J3dXtpktFxcrH8D5JntC29_aUWynVLWIDajjj9ocn5X-udod9tPunmG3_dZN_iuASGxR4tlYqYu7VOeY6H9pibEKJcAxInTytCplu-RvaWM3Fso6tfosoUeZpVOzz_bdhYXmmJQzocn-ZIGPlCXuwNwWs7Cv3yMNOZH8guRZQKZc7bIuQVe26tRlFYvBKp14Vi-opExhjiDNIzCFwMxEJo1xDooXc454bVEM4PU8NvDE9VTgtsIMUOJBhmntkmhNrff2ynYBU0uP3-rBGEoPjclJ7J8U7USaGF6_1gAVIU1V-62wfSUC0MGPcMck1UR-eqUckwo-tdmSMm1OeFNyWpUquM6jPcGTgrBfKdlxFqWwpS82Y8dZKiCAm9hKDhCCS03N0AcdQC5f5T5-mJhp86SNAcovBzK1mzgQ8V64eJ0ebDBPA=&p=6&fvj=0&vjs=3,[],"Burnaby, BC",99,none
7,"ETL (Informatica) Developer - Ministry of Education (BI, Ora...",Aventura Consultants,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0C-t2Gj-FE8SjWYhJ3TO0L-rHJEo5LJajKjwWt-is5QjrcIZ96GXYBdyik6LGqa7QQrVv-Loa2O2-Xjgf4U08hmFY2-rO5yJAPZF6yaLIa4OwIEICit-9mvKsS6RxOAk5U01LzUCaZDjZ5qfN9fOE3lBQd2jtcbzY1DztHuwfD9ADevH-m_Zrwj7JWiStGFH964QtDs-_1sGqQ3N87pfiRVY_eUZUU7zZITXFQepDxYKAD2fJKG3xQMuS8THJFAgO4uQmg6-kmowoyHycvZqhtjbVilEZG_63PvIa85Jh5CjP6AtMhuhdBdJ-tfJm1vkv9ivc9Q7izMCY22k_vH8oYgdovuMXP0cSRxwqqo2NZ5YuBrQ1LSkYZPs5emtLMhkThpotVJtWbWpFXBxp9q76z9WsiT9xU7fgG4yuGpPoEJu6DWFrX9ytDLr_Q_8I-nJLwF75ICv2bwew==&p=7&fvj=1&vjs=3,[],"Toronto, ON",99,none
8,Business Intelligence Developer - Microstrategy - 299272,Procom,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BreR47D9bMWJ28XlwS8rs2_GIFY3-vSdy_Xwl-swcV-gEaU0IKNimeyeYMQ-T30yV9IdU6iEojOtHEz3eMKFS9uGNBbEKxS5RvO-1jBbLqWA3hv3yleNp_ddr_yUIc26vnlJY41WsDhfpBga-mr3aS7UJfsu-57zHhaQcUShFldg1gs48c_Art0tPs6PWeJE9uWBRXdbgnZruseZ4WZWpVJb9oMccsjfwvHbzOJMfpPrRyFkJjTiKfc11eYhO6yR4Uj8p_-1SHfVbHIuvS59PVdKTaOghvUItBhQTJQZnuRZC4kDm2CL5h9H2-Ms_F604fIhP7ff6-L9lW6PkCSGLKjoFWEpMxJQvpX_6NMbSHt4shFBjZGj0diENzhwJ_CclmoeKoJcCZ_lloeflQcbXwn14o7C7EYgIgLpF_XdtEZRnR921K3LB9RJW63WU09iG-3Sfs6Ln8xxrn3eTmdKOhXvCM7gVwin0dPSodX-ToyUJuz-Yi_B9RXmHr_s-Xt5jGHmDRbd2Zl337gFr4I0DlO88VdtXrNOnmJwHuGp0TieeWOxPxWCGMQNAkNvRB6c4qKlmyWIuvC5oACzR-nvERcnzhs8wohnrM8R5dT15VQw==&p=8&fvj=0&vjs=3,[],"Toronto, ON",99,none
9,Intermediate Business Systems Analyst,Affinity Staffing,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0D02uQImAu9w-cOcpVzXMSPKLiiLlb0VW9-sFhpR_bbrbX9f7XyLyoNuic6UCXuqD1PmuzxnIYnAhqdFhPE8-1G3UJLvKqeYZiFMKXgSg9D1Li6kYMqTkEitcRdErsRPAYUGIRdH5hn2N0cOPpDfZ4_2daomnfo2j44R1Qh9K0OraSFviHNQy9zg2EmITOjr9CqdZzHJl5LhRP7ZkXp5Kj1Lv5AJeIAh1PWTbc1G0M17hDclKJJoMkFqYsUB-19NynyRVyK3egxQk4Q59Ecj8TJ6ZtKLacSUNFliqeQbdijKqZq56XrRdWskFUh1MT_8FbX7tLrntw5JBDgCoQBbtwzK3iLe3FcKCTeVVVvPi8mn-8JoIxVq_wL_FODI_iO5-bg-VYe1JEZmJDIir25wB61bqBnQ7D92ahTUtJur5UfepklKqP8_5m0EeYV9LRR14oVvNsbhdJmzTpHkyqAPSsQ5B5C_Z8Hq0ibayHuXIZxmaPlr6O_r3YdZ8esfKb4JmX6NF39vSXVjdI-mfqAG4MJCHh1JVHDV4RjoU3pCFRv5369QI0aUCox&p=9&fvj=0&vjs=3,[],"Victoria, BC",99,none
