,title,company,salary,link,description,location,Minimum Experience Required,Education Required
10,Environmental Sustainability Analyst,Sobeys,None,https://ca.indeed.com/viewjob?jk=8e94466a70d3591a&fccid=2b30af762655480b&vjs=3,"['environmental sustainability', 'reporting', 'report', 'reports', 'sobeys', 'sustain', 'corporate', 'related', 'relation', 'job', 'experiences', 'experience', 'experi']","Mississauga, ON",3,bachelors degree
11,Data Analyst,Pelmorex Corp,None,https://ca.indeed.com/viewjob?jk=087ec91ed34dcb7a&fccid=b2d4328e43e833e5&vjs=3,"['data', 'work', 'working', 'weather', 'insights', 'insight', 'new', 'datasets', 'dataset', 'statistical', 'alert', 'alerting']","Oakville, ON",3,none
12,"Energy Analyst, Building Analytics",Energy Profiles Limited,None,https://ca.indeed.com/viewjob?jk=9d83880c01b1ceef&fccid=883aa815594ccefd&vjs=3,"['energy', 'team', 'building', 'buildings', 'clients', 'client', 'engineering', 'based', 'working', 'work', 'carbon']","Calgary, AB",1,none
13,Business Systems Analyst,ContainerWorld Forwarding Services Inc,None,https://ca.indeed.com/viewjob?jk=3989576ecd964063&fccid=f7ff98f5bff90403&vjs=3,"['required', 'requirements', 'requir', 'data', 'operates', 'operating', 'operations', 'operation', 'operational', 'business', 'containerworld', 'provider', 'provide', 'define', 'defined', 'knowledge']","Richmond, BC",99,bachelor degree
14,"Business Support Analyst, Process Management",Canadian Natural,None,https://ca.indeed.com/viewjob?jk=79d9a9a325273dd0&fccid=c0bb7be52e9b90bc&vjs=3,"['busi', 'business support', 'team', 'teams', 'supports', 'supporting', 'skills', 'develop', 'development', 'process', 'processes', 'project', 'projects', 'improvement', 'improv']","Calgary, AB",5,secondary degree
15,"Business Support Analyst, Process Management",Canadian Natural,None,https://ca.indeed.com/viewjob?jk=79d9a9a325273dd0&fccid=c0bb7be52e9b90bc&vjs=3,"['busi', 'business support', 'team', 'teams', 'supports', 'supporting', 'skills', 'develop', 'development', 'process', 'processes', 'project', 'projects', 'improvement', 'improv']","Calgary, AB",5,secondary degree
16,Replenishment Analyst,Cronos Group Inc.,None,https://ca.indeed.com/viewjob?jk=44319dd23448e7fe&fccid=4faebbdaa3bcef0e&vjs=3,"['data', 'analysis', 'analysi', 'sales', 'support', 'supporting', 'supports', 'pricing', 'brand', 'brands', 'experience', 'excel']","Toronto, ON",3,bachelors degree
17,database analyst,FLASH PAY TECHNOLOGY INC.,32.0,https://ca.indeed.com/viewjob?jk=ee78b22cad61c1a7&fccid=c241d65609119ae7&vjs=3,"['softwar', 'software', 'data models', 'management systems', 'develop', 'development', 'model', 'scripts', 'script', 'design']","Richmond, BC",99,none
18,Information Security Analyst (Entry Level),J.D. Power,None,https://ca.indeed.com/viewjob?jk=58d07b17d93f86ed&fccid=e6d683aa9f2c173a&vjs=3,"['information security', 'informal', 'data management', 'solut', 'solutions', 'works', 'work', 'working', 'managing', 'manage', 'risk', 'risks', 'related']",Ontario,99,bachelors degree
19,Analyste Vérification de données - Data Review Analyst,KABS,None,https://ca.indeed.com/viewjob?jk=ce7cd82af2a443c9&fccid=b1949ebe6d7dd93c&vjs=3,"['des', 'les', 'nous', 'development', 'develop', 'votre', 'une', 'dans', 'experience']","Longueuil, QC",99,higher degree
20,Senior Collaboration Solution Analyst,McGill University,53.31,https://ca.indeed.com/viewjob?jk=0221a3ec5b5826b6&fccid=367ae0b0728910f4&vjs=3,"['collaboration', 'processes', 'process', 'skills', 'business', 'team', 'teams', 'teaming', 'level', 'communication', 'community', 'communities', 'application', 'applicable', 'applications']","Montréal, QC",5,bachelors degree
21,Product Analyst (Toronto),Motoinsight,None,https://ca.indeed.com/viewjob?jk=4bfa39f87a0c6211&fccid=dc87345119fe5575&vjs=3,"['support', 'product', 'products', 'productivity', 'team', 'teams', 'experience', 'experiences', 'working', 'work', 'business', 'manage', 'manager', 'management', 'people']","Toronto, ON",1,bachelors degree
22,BI Analyst,DeSerres,None,https://ca.indeed.com/viewjob?jk=952b3cb36aecc74f&fccid=9bcd567f3b9cf20c&vjs=3,"['analytical', 'analytics', 'management', 'manage', 'new', 'knowledge', 'initiatives', 'initiate', 'business', 'making', 'sql']","Montréal, QC",4,bachelors degree
23,ETL/Data Systems Analyst,Energy Profiles Limited,None,https://ca.indeed.com/viewjob?jk=915aac53a4640e97&fccid=883aa815594ccefd&vjs=3,"['data', 'work', 'working', 'energy', 'team', 'developers', 'develop', 'development', 'developing', 'etl systems', 'providing', 'provide']","Toronto, ON",1,some degree
24,Cost Accountant/SAP Data Analyst,Sika Corporation,None,https://ca.indeed.com/viewjob?jk=cb11c5a6fc8b77a6&fccid=b924e7576c96517c&vjs=3,"['data', 'product', 'production', 'products', 'industrial', 'industry', 'industries', 'materials', 'material', 'issues', 'issu', 'systems concrete', 'experi']","Oakville, ON",99,university degree
25,Senior Data Loss Monitoring Analyst,Scotiabank,None,https://ca.indeed.com/viewjob?jk=cf043f41847b2987&fccid=3002307a9e5b4706&vjs=3,"['security', 'employee', 'employees', 'networks', 'networking', 'network', 'technologies', 'technolog', 'technology', 'onsite', 'onsit', 'customers', 'customer', 'monitoring team', 'teams']","Scarborough, ON",99,none
26,Production Support Analyst,Olysky LP,None,https://ca.indeed.com/viewjob/company/Olysky-LP/jobs/Production-Support-Analyst-4f0eb936d93d7a7f?fccid=1954473dca85d0d5&vjs=3,[],"Humboldt, SK",99,none
27,Computer Programmer/Analyst,Labrador-Grenfell Health,32.19,https://ca.indeed.com/viewjob?jk=005946c2674f0bde&fccid=2c5d7dd9673a78e6&vjs=3,"['applications', 'applicant', 'application', 'applicable', 'applicants', 'systems', 'working', 'works', 'work includes', 'management', 'managers', 'include', 'including', 'hour', 'hours', 'technical', 'scale', 'scales']","St. Anthony, NL",3,none
28,Senior Database Analyst,RSA Canada,None,https://ca.indeed.com/viewjob?jk=0f72e61caa66a054&fccid=106ed5ce28ef4704&vjs=3,"['database', 'databases', 'work', 'working', 'rsa', 'management', 'managed', 'managers', 'manage', 'services manager', 'application', 'providing', 'provide', 'provid', 'strong']","Mississauga, ON",8,university degree
29,Analyste de projet & Power BI développeur / Project analyst...,CAE Inc.,None,https://ca.indeed.com/viewjob?jk=10da69bb6a6453e7&fccid=b839f9af280b111f&vjs=3,"['des', 'les', 'experience', 'microsoft', 'pour', 'project', 'projects', 'strong', 'skills']","Saint-Laurent, QC",2,none
30,Business Technical Analyst,Maplewave,None,https://ca.indeed.com/viewjob?jk=0561726d29cc7a89&fccid=61fc7c0a727d539f&vjs=3,"['development', 'developing', 'develop functional', 'retail', 'experience', 'business', 'work', 'working', 'software', 'including']","Dartmouth, NS",5,none
31,Rewards Analyst (University),Willis Towers Watson,None,https://ca.indeed.com/viewjob?jk=d3f461069bc0c16c&fccid=52f90de7b5346a08&vjs=3,"['clients', 'client', 'rewards', 'reward', 'work', 'working', 'strong', 'pay', 'design', 'designs', 'skills', 'team', 'teams']","Montréal, QC",99,bachelors degree
32,"Senior Data Analyst, Digital Distribution",Intact,None,https://ca.indeed.com/viewjob?jk=300de548d906d281&fccid=be7195d2ebb48351&vjs=3,"['data', 'working', 'work', 'digital', 'performance', 'perform', 'performing', 'financial', 'programming', 'program', 'excellent', 'excel', 'opportunities', 'opportunity']","Montréal, QC",5,none
33,"Senior Business Analyst, Secondary Data",PHSA,None,https://ca.indeed.com/viewjob?jk=223fe1e61434c20d&fccid=f66f721a44de3765&vjs=3,"['data', 'including', 'includes', 'include', 'reporting', 'reports', 'report', 'development', 'develop', 'developments', 'developers', 'programs', 'program', 'business', 'management', 'manager', 'requirements', 'require', 'requires']","Vancouver, BC",5,superior degree high degree
34,"Business Analyst, Sales Innovation",Just Energy,None,https://ca.indeed.com/viewjob?jk=d00e4ed9f9d478de&fccid=5ea662d35a330ff2&vjs=3,"['business', 'process', 'processes', 'job', 'projects', 'project', 'new', 'sales', 'develop', 'development', 'analytics', 'analytical']",Canada,4,bachelors degree
35,"Business Support Analyst, Process Management",CNRL,None,https://ca.indeed.com/viewjob?jk=c9073177aad81b94&fccid=c0bb7be52e9b90bc&vjs=3,"['busi', 'business support', 'team', 'teams', 'supports', 'supporting', 'skills', 'develop', 'development', 'process', 'processes', 'project', 'projects', 'improvement', 'improv']","Calgary, AB",5,secondary degree
36,Game Intelligence Analyst,Ubisoft,None,https://ca.indeed.com/viewjob?jk=99f881887e33d8c9&fccid=237908de095b6446&vjs=3,"['develop', 'development', 'developer', 'developers', 'data', 'experi', 'experience', 'production', 'product', 'productions', 'statistical', 'statistics', 'game', 'games', 'ability', 'tools']","Montréal, QC",3,undergraduate degree
37,"Senior Analyst, Customer Analytics - Maternity Leave Contrac...",Aldo Groupe,None,https://ca.indeed.com/viewjob?jk=37eb65606a3cf836&fccid=0fc2bf5898bde347&vjs=3,"['data', 'custom', 'customer analytics', 'analytically', 'analytical', 'analyt', 'crm', 'strong', 'strategi', 'strategies', 'personalized', 'personalization', 'large']","Montréal, QC",3,none
38,Analysts Development Program - Social Statistics and Economi...,Statistics Canada,31.6,https://ca.indeed.com/viewjob?jk=c47ccdb8163d7735&fccid=015fab4acc81b466&vjs=3,"['statistics', 'statistical', 'program', 'programs', 'positions', 'position', 'applicants', 'application', 'applicable', 'recruits', 'recruitment', 'information', 'inform', 'apply', 'applying', 'applied', 'economics']","Ottawa, ON",99,masters degree
39,"Business Analyst, Operations",STEMCELL Technologies,None,https://ca.indeed.com/viewjob?jk=8bc62ff298627912&fccid=1495fd2cb143fcaf&vjs=3,"['processes', 'process', 'project', 'projects', 'business', 'effective', 'effect', 'strong', 'screen', 'experi', 'experience', 'product', 'products']","Vancouver, BC",3,engineering degree
40,ADMN O 24R - Senior Business Information and Project Analyst,BC Public Service,None,https://ca.indeed.com/viewjob?jk=d8ee46e4b484b30e&fccid=65dd05622a756445&vjs=3,"['applications', 'application', 'applicants', 'informed', 'including', 'include', 'includes', 'business information', 'job', 'jobs', 'analytical', 'analytics', 'related', 'relational', 'relates', 'court', 'courts']","Victoria, BC",1,
41,Data Analyst,Capgemini,None,https://ca.indeed.com/viewjob?jk=1c4ac4305f50c0d0&fccid=105ecfd0283f415f&vjs=3,"['data', 'technology', 'including', 'capgemini', 'business', 'strong', 'experience', 'reporting', 'reports', 'reported']","Brampton, ON",3,bachelors degree
42,Junior Power Analyst,Dynasty Power Inc.,None,https://ca.indeed.com/viewjob?jk=2fe3388997bc7995&fccid=85a826118b77edb0&vjs=3,"['trading', 'strong', 'analysis', 'sciences', 'qualif', 'required', 'financial', 'academic']","Calgary, AB",99,bachelors degree
43,Compliance Analyst/Senior Analyst,SBI Canada Bank,None,https://ca.indeed.com/viewjob/company/SBI-Canada-Bank/jobs/Compliance-Analyst-Senior-Analyst-2509689c77d92dfc?fccid=b83ee57cf9a2e464&vjs=3,[],"Mississauga, ON",99,none
44,Senior Member Insights Analyst,Mogo Finance Technology Inc.,None,https://ca.indeed.com/viewjob?jk=823e351b17ad000f&fccid=d460a8a74ccfe545&vjs=3,"['data', 'members', 'member', 'mogo', 'experience', 'experi', 'including', 'products', 'product', 'new', 'news', 'practic', 'practical']","Vancouver, BC",3,none
45,Business Analyst - BMC Remedy,IT Chapter,None,https://ca.indeed.com/viewjob/company/IT-Chapter/jobs/Business-Analyst-d3bd0d1d9678c211?fccid=d99c6857b949658d&vjs=3,[],"Montréal, QC",99,none
46,DATA ANALYST & INTEGRATOR,City of Toronto,37.06,https://ca.indeed.com/viewjob?jk=50174279f82cb6df&fccid=f2087b51205d4920&vjs=3,"['data', 'analysis', 'tools', 'excellent', 'analytics', 'analyt', 'analytical', 'information', 'informed', 'inform', 'research', 'business']","Toronto, ON",99,none
47,Data Analyst,Score Media Ventures Inc.,None,https://ca.indeed.com/viewjob?jk=a6bc5c92778275bb&fccid=756792e6074f86f0&vjs=3,"['analytical', 'data analytics', 'betting', 'bet', 'statistical', 'statistics', 'sports', 'mobile', 'environment', 'awesome']","Toronto, ON",2,university degree
48,Analyste assurance qualité / QA Analyst,EXFO,None,https://ca.indeed.com/viewjob?jk=6ed3b691042a3b46&fccid=aed940ca07a7584d&vjs=3,"['test', 'testing', 'tests', 'network', 'networking', 'experience', 'assurance', 'functionalities', 'functional', 'required', 'requirements', 'opportunities', 'opportunity', 'unit']","Montréal, QC",0,bachelors degree
49,Business Intelligence Developer,Inno Foods Inc.,None,https://ca.indeed.com/viewjob/company/Inno-Foods-Inc./jobs/Business-Intelligence-Developer-abbded931dbe945d?fccid=dcb86488a3dc7d75&vjs=3,[],"Port Coquitlam, BC",99,none
50,Supply Chain Analyst,Redline Communications,None,https://ca.indeed.com/viewjob?jk=4a2e490967d3b20e&fccid=d2d4e61475ced61a&vjs=3,"['manufacturing', 'redline communications', 'communication', 'inventory', 'work', 'working', 'skil', 'service', 'services', 'management', 'manage']","Markham, ON",1,none
51,Business Analyst - Media,Ubisoft,None,https://ca.indeed.com/viewjob?jk=a0f715af647b8220&fccid=237908de095b6446&vjs=3,"['media business', 'solution', 'marketing solutions team', 'information', 'inform', 'experience', 'experi', 'experiences', 'market', 'teams', 'processes', 'process']","Montréal, QC",2,bachelors degree
52,Data Analyst,WGames Inc.,None,https://ca.indeed.com/viewjob?jk=011ef0b31a96d810&fccid=e5595c68b69ef77d&vjs=3,"['data', 'games', 'gaming', 'game', 'team', 'teams', 'users', 'user', 'analysis', 'preferably', 'preferred', 'reporting', 'reports', 'experi', 'experience']","Toronto, ON",2,bachelors degree
53,Digital Marketing Data Analyst,WeyMedia Inc.,28.85,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0BmgyhhgzTPmlU2ltoOFrvmMnWna8IhpI58mrlYciiJsZRIiO3OA2dA8aMRPRiflcEzzFPlgGSnHdlH7lUWKXOkdbhdMMLmL85y37Afr9aS5jS1IxiOWJfsDKeuD7gUUTv7tG_o22H8icDpM6iLGD8q5KRgxWcSN95uVmtkHczLrreI9DL8SHaty26rupDCcOLQqOiY45t39JwPJBxzwlH_0MjMh3TjDmxaw0tSn3CH8QskR8fueftKtHw7hIM0KgfbhjEOl3eol0y3o6X6P5d6Vwaix4LGG6vzTls4EIQx_CDz67GPridXPaPNJk2XwWSsoneZXTISZvVWAAvd6Z9kJphjqJT26z1Z1wN6i-rg8mALRIYONs62PQ_PLSO85wha1TGvOjEz3JYFhqM5AGyfugGHL6OC4Vfwm4rR_IDt5AJup6wa1XvzlUwc3UMKgH_3C6rYxi918g==&p=8&fvj=1&vjs=3,[],New Brunswick,99,none
54,Data Analyst,Trilliant,None,https://ca.indeed.com/viewjob?jk=8a85093fda9c5bb7&fccid=fb41d6fb4cfcbcea&vjs=3,"['meter data analyst', 'metering', 'trilliant', 'systems', 'sql', 'includes', 'including', 'required', 'requir']","Concord, ON",3,none
55,Senior Business Analyst,CIBC,None,https://ca.indeed.com/viewjob?jk=4b2722a901ed0d8c&fccid=f99648405c7e9e3a&vjs=3,"['business', 'businesses', 'report', 'data', 'developing', 'development', 'develop', 'loss reporting', 'complex', 'analytics', 'analyt', 'analytical', 'provide', 'provides', 'losses']","Toronto, ON",99,a degree
56,Information Systems Business Analyst,0947365 BC LTD DBA Domino's Pizza,None,https://ca.indeed.com/viewjob?jk=9e2fb3aef50d5a87&fccid=def20cc7b5409e32&vjs=3,"['business', 'job', 'information', 'inform', 'expires', 'expiring', 'generating', 'generate', 'analyze', 'experience', 'experi', 'monitor', 'monitoring']","Vancouver, BC",1,bachelors degree
57,Senior Marketing Analyst,Thinkingbox,None,https://ca.indeed.com/viewjob?jk=31c331ce3a85fa75&fccid=ef55a414e938a54d&vjs=3,"['campaigns', 'campaign', 'manag', 'management', 'managing', 'manager', 'media', 'marketing', 'data', 'insights', 'insight', 'informed', 'inform', 'talented', 'talent']","Vancouver, BC",2,none
58,Data Analyst,CTDI,None,https://ca.indeed.com/viewjob?jk=418c5663e7239f85&fccid=94e270ac085628e3&vjs=3,"['data', 'reporting', 'report', 'reports', 'databases', 'database', 'statistical', 'statistics', 'statist', 'requirements', 'required', 'analyze', 'analyzing', 'improvements', 'improvement', 'packages', 'package']","Oakville, ON",5,none
59,Microsoft BI Developer,CGI,None,https://ca.indeed.com/viewjob?jk=4914d832ab8feffd&fccid=d2841a5c0380b93d&vjs=3,"['data', 'cgi', 'business', 'required', 'requirements develop', 'developers', 'development', 'etl', 'independent', 'sql']","Montréal, QC",5,bachelors degree
60,BI Developper,Joseph Ribkoff,None,https://ca.indeed.com/viewjob?jk=8f54415f93dc0c38&fccid=b6f7a8e41b40859b&vjs=3,"['business', 'designer', 'designed', 'design', 'powerbi', 'provide', 'joseph', 'fashionable', 'fashion', 'experi', 'experience', 'improve', 'improv']","Saint-Laurent, QC",2,college degree
61,HR Operations Analyst (Employee Data Mgt),AXIS Insurance,None,https://ca.indeed.com/viewjob?jk=c25d998c40fc85c0&fccid=bfd775c668d70e10&vjs=3,"['data', 'management', 'manage', 'managing', 'manag', 'requires', 'requir', 'required', 'requirements', 'workday', 'processes', 'process', 'business', 'busi', 'working', 'works', 'work', 'operate', 'operations', 'operational', 'operating']","Halifax, NS",99,none
62,Business Analyst: Technical Requirements,IBM,None,https://ca.indeed.com/viewjob?jk=90227bcfc81e20b0&fccid=de71a49b535e21cb&vjs=3,"['business', 'businesses', 'ibm', 'clients', 'client', 'centre', 'centres', 'services', 'service experience', 'experiences', 'industry', 'development', 'develop']","Halifax, NS",3,none
63,Equity Data Analyst,Morningstar,None,https://ca.indeed.com/viewjob?jk=4a38787a1513fae1&fccid=eaabf52abd909bd5&vjs=3,"['financial', 'products', 'product', 'investors', 'equities', 'equity data', 'morningstar', 'legal', 'stock']","Toronto, ON",99,bachelors degree
64,Business Analyst,SherWeb,None,https://ca.indeed.com/viewjob?jk=4a98844de9ba847f&fccid=e993c2b4acb23a64&vjs=3,"['businesses', 'business', 'analysis', 'better', 'develop', 'development', 'role', 'professional', 'professionals', 'sherweb', 'client', 'clients']","Greater Montreal Area, QC",5,bachelors degree
65,SENIOR DATA ANALYST,City of Toronto,45.92,https://ca.indeed.com/viewjob?jk=13d7af513a1966a1&fccid=f2087b51205d4920&vjs=3,"['data', 'analysis', 'analysi', 'information', 'informal', 'services', 'service', 'technolog', 'technology', 'processes', 'processing', 'process', 'requirements', 'requirement', 'requir', 'require', 'business']","Toronto, ON",99,none
66,Business Analyst,Providence Health Care,None,https://ca.indeed.com/viewjob/company/Providence-Health-Care/jobs/Business-Analyst-fb25b8f0a8b4bdb3?fccid=e98b37c86f8eec83&vjs=3,[],"Vancouver, BC",99,none
67,Observer Analyst,Cubic Corporation,None,https://ca.indeed.com/viewjob?jk=2942c8a1872f94c3&fccid=21df030fae150acc&vjs=3,"['required', 'requirements', 'require', 'requires', 'training', 'exercises', 'exercise', 'periods', 'period', 'periodically', 'work', 'works', 'working', 'job', 'military', 'systems']","Wainwright, AB",12,none
68,"Business Analyst, Budget & Fundraising",Okanagan College,27.25,https://ca.indeed.com/viewjob?jk=08659c066dd918a3&fccid=e76ba491636d25ff&vjs=3,"['accounting', 'account', 'schedules', 'schedul', 'schedule', 'support', 'end', 'internal', 'problem', 'skil', 'financial']","Kelowna, BC",4,none
69,"Analyst, Organizational Planning & Analysis",Lululemon,None,https://ca.indeed.com/viewjob?jk=35ae6a10451f1bf2&fccid=43f0f7dbd55927e9&vjs=3,"['data', 'planning', 'plans', 'reporting', 'report', 'support', 'team', 'teams', 'software', 'analytical', 'analytics', 'technical']","Vancouver, BC",2,bachelors degree
70,"Analyst, Marketing & Performance",Uni-Select Canada Inc.,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0AkBy8OJiIRGfdhcCFclcnGIZYYjzmT5hjPDT_qdnglSyDpaEUbeSZ7LINlWo_K8CfxU0KR1Or_hWBx8KwWHGPTgESVJEFbcKtxZmcMmUA-UIaMkNveoT6KbKD1V9YH10mk6-Be9LuvKf5gX19TXc6JgxfleefDn1ZszTSLdeFMYlfi__7DMesXTNzXSiGsJHFNeJWbKKF3RIJGzTUGIGQMq06EEjXR_jLHZ7zMcrxhX3UbDsS__mthclNP0SdSNUZEgst17ZMvsTfy13Qt6k7QNJKbcOYNG112-geC1R-QZRTVQRo89Xuv4S5BfTVQTGmRVYs-k9XNoeXxO2LRnhFXZMHhR-Vlj4aZq1DThOcu4MXFRil59qDbP21ArIYJAZ9OdVUUx5K_tCvQmJdlSPAyVBbC0oirSM_X_oOWc5jHz2iwnk5fsKuN9i8PJ3UZsBr1_g3kE_D4MA==&p=10&fvj=1&vjs=3,[],"Boucherville, QC",99,none
71,KPI BI Analyst,Ironclad Developments,None,https://ca.indeed.com/viewjob?jk=6032f99cc5f6c1f8&fccid=48799281cc1122e3&vjs=3,"['strong', 'management', 'managers', 'manag', 'plan', 'targets', 'target', 'program', 'programs', 'kpi', 'working', 'work', 'qualifications']","Winnipeg, MB",3,none
72,Manager Data Analyst - Data Warehouse Services,MindGeek Careers,None,https://ca.indeed.com/viewjob?jk=2f8f85b98881898e&fccid=6f250882b448d8bc&vjs=3,"['data', 'requirements', 'reporting', 'report', 'project', 'team', 'environments', 'environment', 'business', 'developers', 'develop', 'development']","Montréal, QC",2,none
73,Supply Chain Analyst,Nulogx Inc.,21.63,https://ca.indeed.com/viewjob/company/Nulogx/jobs/Supply-Chain-Analyst-9e0dafb3f4a017b1?fccid=9d43adf098fb8a35&vjs=3,[],"Mississauga, ON",99,none
74,Data Analyst,Lucova,None,https://ca.indeed.com/viewjob?jk=a2aa597b39bd1f3b&fccid=90a879ec57bb8dcb&vjs=3,"['data', 'work', 'working', 'tools', 'tool', 'sql', 'retail', 'project', 'forward', 'database', 'databases']","Toronto, ON",99,none
75,"Quantitative Business Analyst, Analytics and Decision Suppor...",YouTube,None,https://ca.indeed.com/viewjob?jk=6451229f81a95045&fccid=a9021c35fcef6968&vjs=3,"['business', 'data', 'experience', 'team', 'teams', 'opportunities', 'opportunity', 'including', 'qualifications', 'new']","Toronto, ON",4,bachelors degree
76,Business Analyst,MOBIA Technology Innovations,None,https://ca.indeed.com/viewjob?jk=6048be0fbf287455&fccid=4ab968d1abe2d479&vjs=3,"['mobia', 'business', 'skills', 'service', 'services working', 'work', 'canada', 'strong', 'solutions', 'solut']","Vancouver, BC",1,none
77,#20-25 Business Intelligence Analyst,Interior Savings Credit Union,None,https://ca.indeed.com/viewjob?jk=597e48ebddabe749&fccid=b4d787d0e84eaa47&vjs=3,"['report', 'reports', 'data reporting', 'business', 'develop', 'development', 'supports', 'support', 'provide', 'user', 'users', 'requirements', 'requir']","Kelowna, BC",3,bachelors degree
78,Reinsurance Analyst- REACH Program (University)- Toronto,Willis Towers Watson,None,https://ca.indeed.com/viewjob?jk=f3a3dffddd54bfd9&fccid=52f90de7b5346a08&vjs=3,"['risk', 'risks', 'reinsurance', 'reinsur', 'learn', 'clients', 'client', 'learning program', 'industry', 'programs', 'opportunity', 'opportunities', 'opportun', 'careers', 'career']","Toronto, ON",99,bachelors degree
79,Data Quality Analyst,Mitsubishi UFJ Fund Services,None,https://ca.indeed.com/viewjob?jk=6e8c255e4db8c93b&fccid=3b98171e4a0fd997&vjs=3,"['data quality', 'business', 'science', 'sciences', 'experience', 'analysis', 'visualization', 'contract']","Halifax, NS",99,masters degree
80,Jr. Business & Systems Integration Analyst (West Coast Branc...,Plexxis Software,None,https://ca.indeed.com/viewjob/pagead/clk?mo=r&ad=-6NYlbfkN0CLgtitGa4XD1_iKFWt0ZhvVUt6t9NWJBvl96UZE8WHAncdE011P538jnbDCO84DciKXmohEwNYo2Tl_cJh2WqOC8oWci1IcL6CCQ7RpGwKnHWAblup9RHtYRonxTi6mwfuLT-AARqXGnx5GUp0jA5VeHAD0b0qMQoIjuGM3IgGvANoAn1Y8JrSQufCY-jzJnRSXaR63J_ots9iJ8atovlI2h59cRkN0Pmg5pLwuLdJQInMgKDDNJTxXqAzZLvQ7rC-fUF4c_xsQU4WwzxKy3Syw5-Wvntq79eMk0sCV3Psimf0MmU2hR29kQJdOeIzGgKli3nof_kB2jNAAS2LMP1Yu1alyGjZULyLgQqS2OPbn5ypWAO6HkLQF3u8yo4pTv2Ihwkmd71FzJOmIWthQjScq2fCRY9iFfCV9VyRWYg49p_eUezV6MuHjiqMXemNXQ4BYi0cJ6z8jgLQwJmasvW35jFdgpk4L1Jbg_Oym_yuPOibhvxxv5T8C4OBTXRDrBcxR1U_cOs7InASU0Y7SsFk&p=5&fvj=0&vjs=3,[],"Victoria, BC",99,none
